TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait
1,Alex,Acc,Participant_Images/63f519601c333d44a17bb35a/63f519601c333d44a17bb35a_Images/63f519601c333d44a17bb35a_Image_26.jpeg,liked,3.613205605
2,Alex,Acc,Participant_Images/63f519601c333d44a17bb35a/63f519601c333d44a17bb35a_Images/63f519601c333d44a17bb35a_Image_5.jpeg,did not like,4.988446431
3,Alex,Acc,Participant_Images/63f519601c333d44a17bb35a/63f519601c333d44a17bb35a_Images/63f519601c333d44a17bb35a_Image_13.jpeg,liked,3.470791822
4,Alex,Acc,Participant_Images/63f519601c333d44a17bb35a/63f519601c333d44a17bb35a_Images/63f519601c333d44a17bb35a_Image_15.jpeg,liked,3.820572462
5,Alex,Acc,Participant_Images/63f519601c333d44a17bb35a/63f519601c333d44a17bb35a_Images/63f519601c333d44a17bb35a_Image_16.jpeg,liked,2.455989137
6,Alex,Acc,Participant_Images/63f519601c333d44a17bb35a/63f519601c333d44a17bb35a_Images/63f519601c333d44a17bb35a_Image_25.jpeg,liked,3.79605092
7,Alex,Acc,Participant_Images/63f519601c333d44a17bb35a/63f519601c333d44a17bb35a_Images/63f519601c333d44a17bb35a_Image_17.jpeg,liked,3.562416326
8,Alex,Acc,Participant_Images/63f519601c333d44a17bb35a/63f519601c333d44a17bb35a_Images/63f519601c333d44a17bb35a_Image_18.jpeg,liked,2.843822497
9,Alex,Acc,Participant_Images/63f519601c333d44a17bb35a/63f519601c333d44a17bb35a_Images/63f519601c333d44a17bb35a_Image_19.jpeg,did not like,3.546495948
10,Alex,Acc,Participant_Images/63f519601c333d44a17bb35a/63f519601c333d44a17bb35a_Images/63f519601c333d44a17bb35a_Image_28.jpeg,liked,1.672012706
11,Alex,Acc,Participant_Images/63f519601c333d44a17bb35a/63f519601c333d44a17bb35a_Images/63f519601c333d44a17bb35a_Image_27.jpeg,did not like,4.942172136
12,Alex,Acc,Participant_Images/63f519601c333d44a17bb35a/63f519601c333d44a17bb35a_Images/63f519601c333d44a17bb35a_Image_4.jpeg,liked,2.50187214
13,Alex,Acc,Participant_Images/63f519601c333d44a17bb35a/63f519601c333d44a17bb35a_Images/63f519601c333d44a17bb35a_Image_20.jpeg,did not like,2.071164779
14,Alex,Acc,Participant_Images/63f519601c333d44a17bb35a/63f519601c333d44a17bb35a_Images/63f519601c333d44a17bb35a_Image_22.jpeg,liked,5.336503566
15,Alex,Acc,Participant_Images/63f519601c333d44a17bb35a/63f519601c333d44a17bb35a_Images/63f519601c333d44a17bb35a_Image_14.jpeg,liked,2.642157193
16,Alex,Acc,Participant_Images/63f519601c333d44a17bb35a/63f519601c333d44a17bb35a_Images/63f519601c333d44a17bb35a_Image_3.jpeg,liked,4.456234322
17,Alex,Acc,Participant_Images/63f519601c333d44a17bb35a/63f519601c333d44a17bb35a_Images/63f519601c333d44a17bb35a_Image_21.jpeg,liked,4.438512181
