TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait
19,Alex,Neutral,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_10.jpeg,liked,4.51984296
20,Alex,Neutral,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_16.jpeg,did not like,3.195382774
21,Alex,Neutral,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_11.jpeg,liked,1.779333479
22,Alex,Neutral,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_9.jpeg,did not like,4.312468682
23,Alex,Neutral,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_30.jpeg,liked,4.940433059
24,Alex,Neutral,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_29.jpeg,liked,2.7105123
25,Alex,Neutral,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_17.jpeg,did not like,3.602308302
26,Alex,Neutral,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_3.jpeg,liked,4.106391878
27,Alex,Neutral,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_27.jpeg,liked,3.799433026
28,Alex,Neutral,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_8.jpeg,did not like,5.246980764
29,Alex,Neutral,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_5.jpeg,did not like,3.30081769
30,Alex,Neutral,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_25.jpeg,liked,1.661473164
31,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_10.jpeg,liked,3.613205605
32,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_19.jpeg,liked,4.988446431
33,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_11.jpeg,liked,3.470791822
34,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_23.jpeg,did not like,3.820572462
35,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_16.jpeg,liked,2.455989137
36,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_22.jpeg,did not like,3.79605092
37,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_24.jpeg,did not like,3.562416326
38,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_13.jpeg,did not like,2.843822497
39,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_26.jpeg,liked,3.546495948
40,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_1.jpeg,liked,1.672012706
41,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_18.jpeg,did not like,4.942172136
42,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_15.jpeg,did not like,2.50187214
43,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_3.jpeg,did not like,2.071164779
44,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_9.jpeg,did not like,5.336503566
45,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_2.jpeg,did not like,2.642157193
46,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_28.jpeg,did not like,4.456234322
47,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_5.jpeg,did not like,4.438512181
48,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_6.jpeg,did not like,2.682944783
49,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_14.jpeg,did not like,4.51984296
50,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_4.jpeg,did not like,3.195382774
51,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_25.jpeg,liked,1.779333479
52,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_29.jpeg,did not like,4.312468682
53,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_30.jpeg,did not like,4.940433059
54,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_12.jpeg,did not like,2.7105123
55,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_21.jpeg,did not like,3.602308302
56,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_17.jpeg,liked,4.106391878
57,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_7.jpeg,did not like,3.799433026
58,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_8.jpeg,liked,5.246980764
59,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_20.jpeg,did not like,3.30081769
60,Riley,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_27.jpeg,did not like,1.661473164
61,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_4.jpeg,liked,3.613205605
62,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_9.jpeg,liked,4.988446431
63,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_29.jpeg,liked,3.470791822
64,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_15.jpeg,liked,3.820572462
65,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_1.jpeg,liked,2.455989137
66,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_30.jpeg,liked,3.79605092
67,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_8.jpeg,liked,3.562416326
68,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_13.jpeg,liked,2.843822497
69,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_16.jpeg,did not like,3.546495948
70,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_5.jpeg,liked,1.672012706
71,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_28.jpeg,did not like,4.942172136
72,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_25.jpeg,liked,2.50187214
73,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_7.jpeg,liked,2.071164779
74,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_22.jpeg,liked,5.336503566
75,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_2.jpeg,did not like,2.642157193
76,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_20.jpeg,liked,4.456234322
77,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_12.jpeg,liked,4.438512181
78,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_3.jpeg,did not like,2.682944783
79,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_27.jpeg,did not like,4.51984296
80,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_14.jpeg,liked,3.195382774
81,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_26.jpeg,liked,1.779333479
82,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_17.jpeg,did not like,4.312468682
83,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_24.jpeg,liked,4.940433059
84,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_23.jpeg,did not like,2.7105123
85,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_18.jpeg,did not like,3.602308302
86,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_10.jpeg,liked,4.106391878
87,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_19.jpeg,liked,3.799433026
88,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_6.jpeg,liked,5.246980764
89,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_21.jpeg,did not like,3.30081769
90,Charlie,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_11.jpeg,liked,1.661473164
91,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_20.jpeg,liked,3.613205605
92,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_2.jpeg,liked,4.988446431
93,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_5.jpeg,did not like,3.470791822
94,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_26.jpeg,liked,3.820572462
95,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_25.jpeg,did not like,2.455989137
96,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_12.jpeg,did not like,3.79605092
97,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_19.jpeg,liked,3.562416326
98,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_15.jpeg,liked,2.843822497
99,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_4.jpeg,liked,3.546495948
100,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_14.jpeg,did not like,1.672012706
101,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_17.jpeg,liked,4.942172136
102,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_28.jpeg,did not like,2.50187214
103,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_3.jpeg,liked,2.071164779
104,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_30.jpeg,liked,5.336503566
105,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_1.jpeg,liked,2.642157193
106,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_16.jpeg,did not like,4.456234322
107,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_11.jpeg,liked,4.438512181
108,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_7.jpeg,liked,2.682944783
109,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_21.jpeg,liked,4.51984296
110,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_24.jpeg,liked,3.195382774
111,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_13.jpeg,did not like,1.779333479
112,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_23.jpeg,did not like,4.312468682
113,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_22.jpeg,liked,4.940433059
114,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_6.jpeg,liked,2.7105123
115,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_27.jpeg,liked,3.602308302
116,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_9.jpeg,liked,4.106391878
117,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_8.jpeg,liked,3.799433026
118,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_29.jpeg,did not like,5.246980764
119,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_10.jpeg,liked,3.30081769
120,Taylor,Acc,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_18.jpeg,liked,1.661473164
121,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_18.jpeg,liked,3.613205605
122,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_10.jpeg,did not like,4.988446431
123,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_1.jpeg,liked,3.470791822
124,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_14.jpeg,did not like,3.820572462
125,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_19.jpeg,did not like,2.455989137
126,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_8.jpeg,did not like,3.79605092
127,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_17.jpeg,did not like,3.562416326
128,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_20.jpeg,did not like,2.843822497
129,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_26.jpeg,did not like,3.546495948
130,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_24.jpeg,did not like,1.672012706
131,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_6.jpeg,did not like,4.942172136
132,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_5.jpeg,did not like,2.50187214
133,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_30.jpeg,did not like,2.071164779
134,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_29.jpeg,did not like,5.336503566
135,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_15.jpeg,liked,2.642157193
136,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_27.jpeg,liked,4.456234322
137,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_12.jpeg,did not like,4.438512181
138,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_9.jpeg,liked,2.682944783
139,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_3.jpeg,did not like,4.51984296
140,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_22.jpeg,did not like,3.195382774
141,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_21.jpeg,did not like,1.779333479
142,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_13.jpeg,did not like,4.312468682
143,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_25.jpeg,liked,4.940433059
144,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_2.jpeg,liked,2.7105123
145,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_16.jpeg,did not like,3.602308302
146,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_23.jpeg,did not like,4.106391878
147,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_11.jpeg,liked,3.799433026
148,Sam,Rej,Participant_Images/61338374ecef87bfdfd1c7bb/61338374ecef87bfdfd1c7bb_Images/61338374ecef87bfdfd1c7bb_Image_28.jpeg,liked,5.246980764
